q1,q2,x2,y2
-1.5707963267948966,-1.0471975511965976,-0.8411778564942782,-1.526556550286438
-1.5707963267948966,-1.0471975511965976,-0.8724691785497654,-1.4996051750324588
-1.5707963267948966,-1.0471975511965976,-0.8582998046177348,-1.5083613394999003
-1.5707963267948966,-1.0471975511965976,-0.8857290798647054,-1.5223086007533917
-1.5707963267948966,-1.0471975511965976,-0.8658447516972063,-1.4999796386480282
-1.5707963267948966,-1.0471975511965976,-0.8689709098036904,-1.4737545009124824
-1.5707963267948966,-1.0471975511965976,-0.8645231786910755,-1.4915124983487535
-1.5707963267948966,-1.0471975511965976,-0.872052823373259,-1.5185576584435396
-1.5707963267948966,-1.0471975511965976,-0.8776222907775685,-1.5217233382665187
-1.5707963267948966,-1.0471975511965976,-0.8789003660749861,-1.5011215034401744
-1.5707963267948966,-1.0471975511965976,-0.8740458795618645,-1.4626193944636088
-1.5707963267948966,-1.0471975511965976,-0.8394320491019115,-1.5006177234646143
-1.5707963267948966,-1.0471975511965976,-0.8460840233194306,-1.4919572789775999
-1.5707963267948966,-1.0471975511965976,-0.8551743934927887,-1.4851913950444027
-1.5707963267948966,-1.0471975511965976,-0.8735362058105715,-1.494994072841952
-1.5707963267948966,-1.0471975511965976,-0.8652990659340671,-1.508722182464859
-1.5707963267948966,-1.0471975511965976,-0.8259155581114366,-1.5216688022265006
-1.5707963267948966,-1.0471975511965976,-0.8752867894017501,-1.5438887645373
-1.5707963267948966,-1.0471975511965976,-0.8269955901815487,-1.5244241388996134
-1.5707963267948966,-1.0471975511965976,-0.8664208637697202,-1.5003834048193783
-1.5066821910073498,-1.0471975511965976,-0.801945962539475,-1.589214135434921
-1.5066821910073498,-1.0471975511965976,-0.7714808859303629,-1.562719199425817
-1.5066821910073498,-1.0471975511965976,-0.7245496441132648,-1.550306977196155
-1.5066821910073498,-1.0471975511965976,-0.7682281388966153,-1.5532929810378029
-1.5066821910073498,-1.0471975511965976,-0.8087662525761236,-1.5633942283852234
-1.5066821910073498,-1.0471975511965976,-0.7667924578978034,-1.5779392551942102
-1.5066821910073498,-1.0471975511965976,-0.7420935738373422,-1.5349765844209942
-1.5066821910073498,-1.0471975511965976,-0.7988628279968576,-1.556499147680225
-1.5066821910073498,-1.0471975511965976,-0.8062837529152382,-1.557616823798562
-1.5066821910073498,-1.0471975511965976,-0.7749775475546257,-1.5596156747161112
-1.5066821910073498,-1.0471975511965976,-0.7326901460808153,-1.5318026075922577
-1.5066821910073498,-1.0471975511965976,-0.7772706110059602,-1.5593120499309203
-1.5066821910073498,-1.0471975511965976,-0.7426392755957483,-1.5364349213937578
-1.5066821910073498,-1.0471975511965976,-0.7537876686113125,-1.5343406408981646
-1.5066821910073498,-1.0471975511965976,-0.7338544145597984,-1.5827169135380381
-1.5066821910073498,-1.0471975511965976,-0.7400369458086279,-1.5753050224560707
-1.5066821910073498,-1.0471975511965976,-0.7990322713047714,-1.538993835185732
-1.5066821910073498,-1.0471975511965976,-0.7906542655141932,-1.5965358111700236
-1.5066821910073498,-1.0471975511965976,-0.7584745020443376,-1.5539151589378444
-1.5066821910073498,-1.0471975511965976,-0.7632924101219659,-1.5581907968470814
-1.442568055219803,-1.0471975511965976,-0.6739320061766381,-1.5971526769351656
-1.442568055219803,-1.0471975511965976,-0.6978849592221927,-1.583619958561933
-1.442568055219803,-1.0471975511965976,-0.6902441789513021,-1.6220960812074499
-1.442568055219803,-1.0471975511965976,-0.6823221782955586,-1.5944768098970372
-1.442568055219803,-1.0471975511965976,-0.6775826813933412,-1.5843313697669312
-1.442568055219803,-1.0471975511965976,-0.6874724127476156,-1.5901095824150504
-1.442568055219803,-1.0471975511965976,-0.6662615940235995,-1.5992735127954885
-1.442568055219803,-1.0471975511965976,-0.6391607480972071,-1.5937368610049765
-1.442568055219803,-1.0471975511965976,-0.6645285780835356,-1.5897597780738137
-1.442568055219803,-1.0471975511965976,-0.6926498615479527,-1.6355452861885194
-1.442568055219803,-1.0471975511965976,-0.711583499893573,-1.6027461261313285
-1.442568055219803,-1.0471975511965976,-0.6468694046306175,-1.5877464783324808
-1.442568055219803,-1.0471975511965976,-0.7124542567457238,-1.584161897873906
-1.442568055219803,-1.0471975511965976,-0.6523582552225907,-1.6037430113624043
-1.442568055219803,-1.0471975511965976,-0.6864432541612403,-1.578476210199725
-1.442568055219803,-1.0471975511965976,-0.6773560378054053,-1.6289190228531027
-1.442568055219803,-1.0471975511965976,-0.6953759590370733,-1.6225319401593035
-1.442568055219803,-1.0471975511965976,-0.6705775094621007,-1.598150843970736
-1.442568055219803,-1.0471975511965976,-0.710080928497291,-1.6073827276513657
-1.442568055219803,-1.0471975511965976,-0.6688273841541369,-1.5985678901367397
-1.3784539194322563,-1.0471975511965976,-0.5669691358962837,-1.635342830959132
-1.3784539194322563,-1.0471975511965976,-0.5329155532900038,-1.6346626173404009
-1.3784539194322563,-1.0471975511965976,-0.5594963894788175,-1.635700705684415
-1.3784539194322563,-1.0471975511965976,-0.5458926312027502,-1.6538175339560377
-1.3784539194322563,-1.0471975511965976,-0.5304537496206702,-1.6136459543570851
-1.3784539194322563,-1.0471975511965976,-0.5861137250447331,-1.649095571856238
-1.3784539194322563,-1.0471975511965976,-0.5296237857476471,-1.631988172285541
-1.3784539194322563,-1.0471975511965976,-0.5708850123982332,-1.6122448394045543
-1.3784539194322563,-1.0471975511965976,-0.5583989864277565,-1.636214143484298
-1.3784539194322563,-1.0471975511965976,-0.5500388018497179,-1.6370628087085688
-1.3784539194322563,-1.0471975511965976,-0.5579840260773092,-1.5950920397797683
-1.3784539194322563,-1.0471975511965976,-0.5756282195582013,-1.6843259184455943
-1.3784539194322563,-1.0471975511965976,-0.5899252411598999,-1.6102179607677034
-1.3784539194322563,-1.0471975511965976,-0.5620788099972952,-1.6277254603453215
-1.3784539194322563,-1.0471975511965976,-0.6109290603738367,-1.641332567528504
-1.3784539194322563,-1.0471975511965976,-0.5520900061254503,-1.6571587458588342
-1.3784539194322563,-1.0471975511965976,-0.5279757749151266,-1.6302754705916191
-1.3784539194322563,-1.0471975511965976,-0.577988599632588,-1.6041173199641838
-1.3784539194322563,-1.0471975511965976,-0.5354389195449799,-1.6697562509064887
-1.3784539194322563,-1.0471975511965976,-0.5595963821473131,-1.6493816809253912
-1.3143397836447095,-1.0471975511965976,-0.4261675032462838,-1.6477622036000004
-1.3143397836447095,-1.0471975511965976,-0.46554962370515623,-1.6613158310079101
-1.3143397836447095,-1.0471975511965976,-0.4653693390763211,-1.6810681525591304
-1.3143397836447095,-1.0471975511965976,-0.46176212523274374,-1.6690026949349284
-1.3143397836447095,-1.0471975511965976,-0.4527501771820906,-1.6575759345831287
-1.3143397836447095,-1.0471975511965976,-0.4890205254806382,-1.6813605214824343
-1.3143397836447095,-1.0471975511965976,-0.4986128447000052,-1.6612764089254708
-1.3143397836447095,-1.0471975511965976,-0.45634672872336773,-1.7049642050940015
-1.3143397836447095,-1.0471975511965976,-0.4928731801535309,-1.6938612326387867
-1.3143397836447095,-1.0471975511965976,-0.4077508132852135,-1.6678463061659403
-1.3143397836447095,-1.0471975511965976,-0.47864979467385876,-1.658573020705837
-1.3143397836447095,-1.0471975511965976,-0.4822942385641895,-1.6740042255140724
-1.3143397836447095,-1.0471975511965976,-0.46388216855138076,-1.6634454901094173
-1.3143397836447095,-1.0471975511965976,-0.4734031289067439,-1.7033986986121572
-1.3143397836447095,-1.0471975511965976,-0.4441656234410233,-1.674273029585714
-1.3143397836447095,-1.0471975511965976,-0.4834205537138563,-1.6942337588819425
-1.3143397836447095,-1.0471975511965976,-0.4509690161877811,-1.707182247064767
-1.3143397836447095,-1.0471975511965976,-0.4839730090254264,-1.6341225609422436
-1.3143397836447095,-1.0471975511965976,-0.47327593040146326,-1.6294143292899472
-1.3143397836447095,-1.0471975511965976,-0.4579446328672527,-1.6829608995065721
-1.2502256478571625,-1.0471975511965976,-0.34662556949845275,-1.6989457448699345
-1.2502256478571625,-1.0471975511965976,-0.373999947427612,-1.6767215731028713
-1.2502256478571625,-1.0471975511965976,-0.37156248574307393,-1.7410475473413611
-1.2502256478571625,-1.0471975511965976,-0.37662488135659866,-1.664126250634025
-1.2502256478571625,-1.0471975511965976,-0.3561146567958753,-1.709233533354626
-1.2502256478571625,-1.0471975511965976,-0.3426452690322788,-1.7051294310343557
-1.2502256478571625,-1.0471975511965976,-0.364123350323469,-1.6796641137585713
-1.2502256478571625,-1.0471975511965976,-0.35733745716517895,-1.6964115337875583
-1.2502256478571625,-1.0471975511965976,-0.39020403073989746,-1.6724717510508054
-1.2502256478571625,-1.0471975511965976,-0.39726453866159295,-1.702256944990025
-1.2502256478571625,-1.0471975511965976,-0.36880772559200753,-1.6847343551095966
-1.2502256478571625,-1.0471975511965976,-0.3856762975686415,-1.7116243027357365
-1.2502256478571625,-1.0471975511965976,-0.3447864549916445,-1.6960217118492085
-1.2502256478571625,-1.0471975511965976,-0.3756702630580244,-1.65602822893813
-1.2502256478571625,-1.0471975511965976,-0.33972550902210574,-1.6988987804688953
-1.2502256478571625,-1.0471975511965976,-0.3530189795119632,-1.696204374794016
-1.2502256478571625,-1.0471975511965976,-0.35099752806336276,-1.710137125796947
-1.2502256478571625,-1.0471975511965976,-0.35872372823546317,-1.6866006076580216
-1.2502256478571625,-1.0471975511965976,-0.34767861218722057,-1.7086977729548185
-1.2502256478571625,-1.0471975511965976,-0.35289515086180845,-1.6557223481009493
-1.1861115120696157,-1.0471975511965976,-0.2417401230697273,-1.7179200187872856
-1.1861115120696157,-1.0471975511965976,-0.23769470752365293,-1.7215194855644373
-1.1861115120696157,-1.0471975511965976,-0.24678505709257317,-1.7317155724485556
-1.1861115120696157,-1.0471975511965976,-0.2395099316374695,-1.7016379035225995
-1.1861115120696157,-1.0471975511965976,-0.1983610096835028,-1.7426533654420586
-1.1861115120696157,-1.0471975511965976,-0.28327839788706544,-1.6996510973528691
-1.1861115120696157,-1.0471975511965976,-0.22468846191745892,-1.7104830322947868
-1.1861115120696157,-1.0471975511965976,-0.2531169333593401,-1.7567595037459163
-1.1861115120696157,-1.0471975511965976,-0.2394753114303647,-1.714828579630456
-1.1861115120696157,-1.0471975511965976,-0.240569960122721,-1.7163822786383918
-1.1861115120696157,-1.0471975511965976,-0.23339054266008716,-1.7076241866947477
-1.1861115120696157,-1.0471975511965976,-0.2214158712904829,-1.70118968240123
-1.1861115120696157,-1.0471975511965976,-0.24605678835976325,-1.683152637453924
-1.1861115120696157,-1.0471975511965976,-0.23941851560096586,-1.7155849246684187
-1.1861115120696157,-1.0471975511965976,-0.255605442818167,-1.7101794519214826
-1.1861115120696157,-1.0471975511965976,-0.2705907866668,-1.6916885112689937
-1.1861115120696157,-1.0471975511965976,-0.22182655446021346,-1.7354845992842947
-1.1861115120696157,-1.0471975511965976,-0.2609953727946305,-1.714902006844642
-1.1861115120696157,-1.0471975511965976,-0.22151353702741636,-1.700675051402043
-1.1861115120696157,-1.0471975511965976,-0.24037364914892828,-1.715277162736451
-1.121997376282069,-1.0471975511965976,-0.12757346085624072,-1.709062033057764
-1.121997376282069,-1.0471975511965976,-0.16356546954841583,-1.7330042916658583
-1.121997376282069,-1.0471975511965976,-0.11786319919278765,-1.7271848104344119
-1.121997376282069,-1.0471975511965976,-0.14984156482604705,-1.7679051060391782
-1.121997376282069,-1.0471975511965976,-0.10587879009724936,-1.6878128537839396
-1.121997376282069,-1.0471975511965976,-0.1662158363555245,-1.7056415949978898
-1.121997376282069,-1.0471975511965976,-0.1690502294108293,-1.7028163142412018
-1.121997376282069,-1.0471975511965976,-0.1328886259426182,-1.7294557029779614
-1.121997376282069,-1.0471975511965976,-0.15568722161749182,-1.7594305435358222
-1.121997376282069,-1.0471975511965976,-0.13574430138434387,-1.7028710420307833
-1.121997376282069,-1.0471975511965976,-0.1704940414411737,-1.7138089964196763
-1.121997376282069,-1.0471975511965976,-0.15019645247576838,-1.7251741881476255
-1.121997376282069,-1.0471975511965976,-0.14382719886885958,-1.722691811901324
-1.121997376282069,-1.0471975511965976,-0.14262303879905666,-1.7004750487406637
-1.121997376282069,-1.0471975511965976,-0.1411599700347463,-1.681814060497357
-1.121997376282069,-1.0471975511965976,-0.13475595571855872,-1.7370964810718366
